Image_path,image_name,Captions,Label_Sentiment,label
../dataset/Dataset\Memes\bangla-memes (55).jpg,bangla-memes (55).jpg,Anything bad happens in the country সরকার বিএনপিজামাতের চক্রান্ত,1,1
../dataset/Dataset\Memes\KAM (480).jpg,KAM (480).jpg,কি মিয়া মাটিতে শুইয়া আসো কেন জামায় ময়লা লাগবো তো লাগুক ভাই সমস্যা নাই কালকে এমনেও বাংলাওয়াশ হমু,1,1
../dataset/Dataset\Memes\nurani-memes (40).jpg,nurani-memes (40).jpg,Her I bet he is thinking of that other woman Me বাস এ মহিলা আর প্রতিবন্ধীদের নাম একসাথে লেখা থাকে কেন,1,1
../dataset/Dataset\Memes\bamboo-vaiya (339).jpg,bamboo-vaiya (339).jpg,In Summer Mangoes Me I waited for the whole year to eat you,1,1
../dataset/Dataset\Memes\KAM (455).jpg,KAM (455).jpg,আমরা যা দেখি পানি নোয়াখালীর মানুষ যা দেখে হানি,0,0
../dataset/Dataset\Memes\ovodro_img (775).jpg,ovodro_img (775).jpg,বাবাঃ পড়াশোনা কর পরীক্ষায় লিখবি কীভাবে মেয়েঃ ক্লাশের টপার বয় আমার বেষ্টফ্রেন্ড ও আমাকে হেল্প করে এক্সামে বাবাঃ AJKAL CHODNE KO HELP KARNA KHATE HAI,1,1
../dataset/Dataset\Memes\bamboo-vaiya (128).jpg,bamboo-vaiya (128).jpg,Crush যারা profile এ candid ছবি upload দেয় তাদেরকে আমার অনেক ভালো লাগে 10 seconds later Me,1,1
../dataset/Dataset\Memes\direct-offense (38).jpg,direct-offense (38).jpg,সানাই সানাই Lite,1,1
../dataset/Dataset\Memes\Halal Memes (102).jpg,Halal Memes (102).jpg,When someone asks me এবার ঈদে কি কিনছো me Hoga kinsi Bal kinsi,1,1
../dataset/Dataset\Memes\Halal Memes (7).jpg,Halal Memes (7).jpg,ডাকাত grameenphone সীমিত আকারে ডাকাত,1,1
../dataset/Dataset\Memes\ovodro_img (780).jpg,ovodro_img (780).jpg,যখন বয়ফ্রেন্ড খিস্তি মারে যখন জাস্ট ফ্রেন্ড খিস্তি মারে,1,1
../dataset/Dataset\Memes\Bangla Thug Life (157).jpg,Bangla Thug Life (157).jpg,বউমা নাতীর মুখ কবে দেখবো কথাটা আমাকে না বলে আপনার ছেলে বলুন আমার ছেলেকে কেন জিজ্ঞাসা করো বাড়ি ফিরে ঘুমিয়ে পড়লে বাচ্চাটা কি আকাশ থেকে পড়বে,1,1
../dataset/Dataset\Memes\bamboo-vaiya (327).jpg,bamboo-vaiya (327).jpg,যখন আপনার দাড়িহীন বন্ধু আপনার সাথে ঝগড়া করে ওরে মাগি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (412).jpg,bamboo-vaiya (412).jpg,আমি তোমাকে ভালোবাসি তুমি জানো আমি তোমার দুই বছরের সিনিয়র ওকে আমি আপনাকে ভালোবাসি,1,1
../dataset/Dataset\Memes\tangaila (169).jpg,tangaila (169).jpg,যখন অটোতে ভর্তি মেয়ে থাকে আর আমি সেখানে একা অটোর মেয়েগুলা আমি,2,2
../dataset/Dataset\Memes\Bangla Thug Life (301).jpg,Bangla Thug Life (301).jpg,ছাত্রলীগ কে আমরা গরু ধানের শীষ পছন্দ করে বলার পরে বিকালে যখন এসে দেখি মাংস কাটাকুটি সব শেষ mission passed Respect 99,1,1
../dataset/Dataset\Memes\KAM (170).jpg,KAM (170).jpg,পান্ডা আমরা খিদা লাগলে বাঁশ খাই স্টুডেন্ট আমরা সবসময় বাঁশ খাই,0,0
../dataset/Dataset\Memes\chosha (15).jpg,chosha (15).jpg,জানো বাবু তুমি সেই প্রথম পুরুষ যার সাথে সেক্স করলাম কেন আগে কি কুত্তার সাথে সেক্স করতা,1,1
../dataset/Dataset\Memes\Halal Memes (201).jpg,Halal Memes (201).jpg,পকেট থেকে জীবনে ১০ টাকা বের না করা বন্ধুটি যখন গফ নিয়ে রেস্টুরেন্টে যায় লে আমিঃ তুই তাহলে ফকির না,1,1
../dataset/Dataset\Memes\KAM (397).jpg,KAM (397).jpg,আগে জানতাম ইটবালু নিমার্ণ কাজে ব্যবহার হয় এখন দেখি নিরাপত্তার জন্য নাকি ব্যবহৃত হয় কয়দিন পর কইবো যে চিকিৎসার জন্যও ব্যবহার হয়,0,0
../dataset/Dataset\Memes\Bangla Thug Life (152).jpg,Bangla Thug Life (152).jpg,আমার বন্ধুকে সিগারেট খেতে দেখে ফেলে আমার মা ওর সাথে মিশতে না বলে চিল্লাতে থাকা এদিকে গাঞ্জা খেয়ে সারাদিন High হয়ে পড়ে থাকা আমি,1,1
../dataset/Dataset\Memes\KAM (759).jpg,KAM (759).jpg,পানির আরেক নাম জীবন আর ডাকাতের আরেক নাম Grameenphone,1,1
../dataset/Dataset\Memes\KAM (248).png,KAM (248).png,যখন টয়লেটে কেউ লাইট অফ করে দেয় আলো আলো আমি কখনো খুঁজে পাবো না,0,0
../dataset/Dataset\Memes\tangaila (187).jpg,tangaila (187).jpg,আসো নবীন ভয় নাই ইঞ্জিনিয়ারিং এ প্যারা নাই বলা HABHIT এবং পলিটেকনিকের এর বড় ভাই আর তার পিছনঃ,1,1
../dataset/Dataset\Memes\ovodro_img (175).jpg,ovodro_img (175).jpg,চল সিনেমা দেখতে যাব টিকিট কোন শ্রেণির কাটবে একদম কর্নারের দুটো টিকিট কাটব না বাবা না কর্নারের টিকিট কাটলো ছেলেরা জনি সিন্স হয়ে যায়,1,1
../dataset/Dataset\Memes\tangaila (333).jpg,tangaila (333).jpg,ক তে কুমুদিনীয়ান না হয়ে ফ তে ফজিলাতুন্নেছা হয়ে যান,2,2
../dataset/Dataset\Memes\KAM (786).jpg,KAM (786).jpg,মুশফিক কে আমি চিনিনা সেমিফাইনালে ঘরে বসে টিভিতে দেখে নিস,0,0
../dataset/Dataset\Memes\chosha (122).jpg,chosha (122).jpg,This is some of the Ladies Stages in the University Year1 Year2 Year3 Final Year,1,1
../dataset/Dataset\Memes\ovodro_img (215).jpg,ovodro_img (215).jpg,প্রথম মেয়টার DP দেখে ক্রাশ দেখলাম তারপর DP এর ক্যপশান পড়ে বুঝলাম এ তো মাধ্যমিক ফেল অশিক্ষিত,1,1
../dataset/Dataset\Memes\ovodro_img (571).jpg,ovodro_img (571).jpg,যখন দিদি এই শ্রমিক গুলোকেও একদিনের ছুটি দেয়,1,1
../dataset/Dataset\Memes\ovodro_img (292).jpg,ovodro_img (292).jpg,বাহুবলি ২ সিনেমার BOX OFFICE COLLECTION যদি ২০০০ কোটি হতে পারে তাহলে রোবট ২০ সিনেমার BOX OFFICE COLLECTION 2000 কোটি হওয়া উচিৎ,2,2
../dataset/Dataset\Memes\KAM (635).jpg,KAM (635).jpg,জানো আমি লাক্সের সাবান ব্যবহার করি তুমিআমি আল হালালের আমি OLAY ক্রিম ব্যবহার করি তুমিআল হেলালের আচ্ছা আল হেলাল কি বড় ইন্টারন্যাশনাল ব্রান্ড নাহ আমার রুমমেটের নাম আল হেলাল,0,0
../dataset/Dataset\Memes\tangaila (239).jpg,tangaila (239).jpg,দয়াল বাবা গাঁজা খাবা ঘরে বসে খাও পাবলিক প্লেসে আইসা কেন গাজার পিনিক লও বাবারে,1,1
../dataset/Dataset\Memes\Halal Memes (199).jpg,Halal Memes (199).jpg,বাবু তোমার জন্মদিনে একটা রিং দিবো ইশ আমার বাবুটা আমায় কত্ত ভালোবাসে ধরিও না আবার আমার ফোনে কিন্তু ব্যালেন্স থাকে না,0,0
../dataset/Dataset\Memes\chosha (127).jpg,chosha (127).jpg,লকডাউনে আপুদের অবস্থা কি বাচ্চা কোন টা বেশি জালাচ্ছে নিজের টা না কি শাশুড়ির টা,1,1
../dataset/Dataset\Memes\bangla-memes (13).jpg,bangla-memes (13).jpg,ভাই উঠেন এইটা তো প্রতিবন্ধীদের সিট আমি সৌদি আরবের সাথে মিল রেখে ঈদ করি ঠিক আছে বসেন,1,1
../dataset/Dataset\Memes\KAM (548).jpg,KAM (548).jpg,এই ছেলে আমাকে বিয়ে করবে ইচ্ছে ছিল ইন্ডিয়ান মেয়ে বিয়ে করব তাসকিনের ঘটনার পর আর ইচ্ছে নেইকারণ বাসর রাত শেষেই অভিযোগ করবে একশন অবৈধ,1,1
../dataset/Dataset\Memes\bamboo-vaiya (272).jpg,bamboo-vaiya (272).jpg,BTS Fanbase trying hard to tell BTS is best band ever and so talented and hard worker ওদের নুনু নাই এবং ওরা Gay বলা আমি,1,1
../dataset/Dataset\Memes\Halal Memes (104).jpg,Halal Memes (104).jpg,কোভিড১৯ এর সাথে দেখা হওয়ার পর সাইক্লোন আম্ফানঃ কোভিড১৯ আম্ফান আমরা আমরাই তো,2,2
../dataset/Dataset\Memes\bamboo-vaiya (181).jpg,bamboo-vaiya (181).jpg,বিসিএস ক্যাডার সুন্দরী মাইয়া,1,1
../dataset/Dataset\Memes\Bangla Thug Life (268).jpg,Bangla Thug Life (268).jpg,Boys Weakness Kya maal hai yaar,1,1
../dataset/Dataset\Memes\ovodro_img (52).jpg,ovodro_img (52).jpg,দাদু আমি মহানায়ক আমারও ভয় হয় আমার ফিরিয়ে দেওয়া নাইট উপাধিটা তোকে না দিয়ে দেয়,1,1
../dataset/Dataset\Memes\tangaila (105).jpg,tangaila (105).jpg,কিছু কলেজ আছে যেখানে একদিন না গেলে জড়িমানা নেয় নাম বললে ইজ্জত থাকবে না অই মিয়া তুমি বেসরকারি কলেজ সোদাও কেন,1,1
../dataset/Dataset\Memes\ovodro_img (158).jpg,ovodro_img (158).jpg,আপনি এত দিন পরে নানা পাটেকার এর নামে রেপ কেস দিতে গেলেন কেন আসলে অনেক দিন ধরেই কোন খবরের চ্যানেল থেকে ফুটেজ পাচ্ছিলাম না তাই নানা পাটেকার কে কাজে লাগিয়ে একটু পেপারের হেডলাইন হলাম,1,1
../dataset/Dataset\Memes\KAM (293).jpg,KAM (293).jpg,কি মেসি তুমি ফাইনাল হাইরা গেলা কেন কি করবো বলেনআমি তো আপনার মতো চুরি চামারি শিখি নাই,1,1
../dataset/Dataset\Memes\ovodro_img (30).jpg,ovodro_img (30).jpg,সাফল্যের দিকে এগোতে দিবি তো হ্যাঁ দেব তাহলে চোখ বন্ধ করলি কেন সাফল্যের পথ কার কার জন্য মনে করছিলাম,1,1
../dataset/Dataset\Memes\Bangla Thug Life (228).jpg,Bangla Thug Life (228).jpg,বিকাশে সালামী চাওয়ার পর যখন সবাই বাসায় আইসা নগদে সালামী দিয়ে যায়,1,1
../dataset/Dataset\Memes\KAM (512).jpg,KAM (512).jpg,মূল্যবান সময় নষ্ট করার জন্য ফেসবুক কে দায়ী করা ঠিক যেন গলায় দড়ি দিয়ে আত্নহত্যা করার পর দড়ি কে দায়ী করা মতই,0,0
../dataset/Dataset\Memes\chosha (20).jpg,chosha (20).jpg,বলতো এমন কি আছে যেটা মারার পরেও জেগে উঠে স্যার গিটার মারার পরেও নুনুটা আবার জেগে উঠে হারামজাদা খালি এটাই চিনোস,1,1
../dataset/Dataset\Memes\tangaila (250).jpg,tangaila (250).jpg,টাংগাইলে আমার একটা প্রিয় জায়গা আছে টাংগাইলের কই কান্দাপাড়া চিনস সালা তুই আমারে চিনস,1,1
../dataset/Dataset\Memes\ovodro_img (481).jpg,ovodro_img (481).jpg,দোকানে আবির আর নীল রং ছিল নীল রং কিনেছি হলি খেলব বলে কিন্তু হলি খেলার জন্য তো সবাই আগে আবিরই কেনে সবাই আবির কেনে না লক্ষন,2,2
../dataset/Dataset\Memes\nurani-memes (218).jpg,nurani-memes (218).jpg,Geenie Whats your wish Assface I wanna commit crime without being punished Geenie makes him a member of Chatroleague Assface,1,1
../dataset/Dataset\Memes\KAM (188).jpg,KAM (188).jpg,আমার তিন ছেলে দুই ছেলে এমএ পাস আর ছোটটা পড়ালেখা করে নাই তাই সে ভিক্ষা করে ছোটটা কে ঘর থেকে বের করে দে ফইন্নির ঘরে ফইন্নি তাইলে খামু কি,0,0
../dataset/Dataset\Memes\nurani-memes (160).jpg,nurani-memes (160).jpg,Some freshers to the Senior Boro Vais একটু পাছাটা দাও না চেটে চেটে খাবো,1,1
../dataset/Dataset\Memes\tangaila (130).jpg,tangaila (130).jpg,Islam NahidRains Islam,1,1
../dataset/Dataset\Memes\ovodro_img (386).jpg,ovodro_img (386).jpg,বন্ধুদের সামনে আমি single আমি গর্বিত কিন্তু ভিতরে ভিতরে সিঙ্গেলদের মনের অবস্থাঃ,2,2
../dataset/Dataset\Memes\Halal Memes (302).jpg,Halal Memes (302).jpg,স্কুলের টিচারকে যখন মা বাসায় টিউশনের জন্য রাখে আর স্যার বাসায় এসে দেখে নানা টেবিলে ভাত খায় লে স্যার তোর নানা তাহলে মরে নাই,1,1
../dataset/Dataset\Memes\KAM (597).jpg,KAM (597).jpg,রেসাল্ট কি এ গোল্ডেন পাও নাই আরে ধুর ছেলেদের জন্য স্বর্ণ হারাম জানেন না,0,0
../dataset/Dataset\Memes\nurani-memes (204).jpg,nurani-memes (204).jpg,Parents Just eat it its not that hot The Food,1,1
../dataset/Dataset\Memes\Bangla Thug Life (122).jpg,Bangla Thug Life (122).jpg,মামা ফুচকাতে এক্সট্রা ঝাল দিয়েন খাওয়ার পরের অবস্থাঃ,1,1
../dataset/Dataset\Memes\ovodro_img (62).jpg,ovodro_img (62).jpg,২০১৬ উড়ালপুল ব্রিজ ভাঙল দিদি সিরিয়াল বন্ধ এখন সিরিয়াল শুরু করতে হবে ২ ঘন্টার মধ্যে সিরিয়াল শুরু করব ২০১৮ মাঝেরহাট ব্রিজ ভাঙল,1,1
../dataset/Dataset\Memes\bangla-memes (34).jpg,bangla-memes (34).jpg,পৃথিবীর ভয়ংকর কিছু ডাকাতসমুহ গ্রামীণফোন,1,1
../dataset/Dataset\Memes\Bangla Thug Life (63).jpg,Bangla Thug Life (63).jpg,আম্মুর সাথে বাইরে যাওয়া বিদ্যমান আম্মুঃ ৫ মিনিট দাঁড়া আমি এখনই রেডি হয়ে আসতেসি ৩০ মি পর আমিঃ,1,1
../dataset/Dataset\Memes\nurani-memes (197).jpg,nurani-memes (197).jpg,সেহেরির সময় হয়েছে আপনারা সবাই ঘুম থেকে উঠুউউউউউন,0,0
../dataset/Dataset\Memes\ovodro_img (268).jpg,ovodro_img (268).jpg,তুই হ্যালান দিবি আমার কোলে আর ললিপপ নিবি মুখে তোকে রডে বসিয়ে বেল বাজাবো আয় বোকা ক্যালাবো তোকে আমার শ্রীলদোর্স বেল্ট দিয়ে,1,1
../dataset/Dataset\Memes\Halal Memes (18).jpg,Halal Memes (18).jpg,বর যাত্রী যাওয়ার টাইমে যখন গাড়িতে জায়গা কম পড়ে ছোটরাঃ,0,0
../dataset/Dataset\Memes\ovodro_img (147).jpg,ovodro_img (147).jpg,Neha myself coming from village area Neha kakkar Neha Kakkar এর চোখের জ্বল,1,1
../dataset/Dataset\Memes\KAM (775).jpg,KAM (775).jpg,আহহঃ বাংলাদেশ যেখানে আয়কর দিয়ে আয়ের টাকা বৈধ করা হয় আবার সেই টাকা ব্যাংকে রাখায় ২য় বার কর নেয়া হয়,1,1
../dataset/Dataset\Memes\KAM (665).jpg,KAM (665).jpg,কি গরু কিনছো ষাঁড় না বলদ এই শোন তিনি আমাদের গরু কে বলদ বলবানা অনেক ভালো গরু,0,0
../dataset/Dataset\Memes\KAM (23).jpg,KAM (23).jpg,পরীক্ষার আগের রাতে সব পোলাপাইন ধুমাইয়া পড়ে আর আমি ফেসবুকে পইড়া থাকি,2,2
../dataset/Dataset\Memes\bamboo-vaiya (195).jpg,bamboo-vaiya (195).jpg,যখন আপনি ঈদে দুই সেট জামা গিফট পান এবং একটি পছন্দ হয় অপরটি হয় না,1,1
../dataset/Dataset\Memes\Bangla Thug Life (227).jpg,Bangla Thug Life (227).jpg,দীর্ঘদিন পরে যখন দেখি ক্রাশ তার বফের সাথে সেলফি আপলোড দিছে তখন আমিঃ এতো বড় হইয়া গেছে,1,1
../dataset/Dataset\Memes\ovodro_img (116).jpg,ovodro_img (116).jpg,আজ থেকে সব ছেলে আমার দিকে তাকাবে কিন্তু তুমি কোন মেয়ের দিকে তাকালে খুন করে ফেলব,1,1
../dataset/Dataset\Memes\Halal Memes (172).jpg,Halal Memes (172).jpg,baba Tumi jokhon hoisila tokhon tomake hospital a dekhte aschilam Chinso amake Hae Auntie chinsi,2,2
../dataset/Dataset\Memes\bamboo-vaiya (46).jpg,bamboo-vaiya (46).jpg,সারাদেশ REFORMQUOTA BTV দিনাজপুরে বাতাবি লেবুর ব্যাপক ফলন হয়েছে বাতাবি লেবুর চাষিরা খুশিতেই মরে যাচ্ছে,2,2
../dataset/Dataset\Memes\KAM (283).jpg,KAM (283).jpg,আপনার মাকে বাঁচাতে হলে একদিন এর মধ্যে ২০ লক্ষ টাকা দিতে হবে ডাক্তার সাহেব আমি রিকশা চালাবো তাও একদিনে আপনাকে ২০ লক্ষ টাকা এনে দিবো আপনি শুধু আমার মাকে বাঁচান ফইন্নির ঘরে ফইন্নি কয় কি আমি ১০ বছর ডাক্তারী কইরা ১ দিনে ২০ লক্ষ টাকা কামাইতে পারি নাই আর এই হামলায় বলে রিকশা চালাইয়া কামাইবো,0,0
../dataset/Dataset\Memes\KAM (579).jpg,KAM (579).jpg,তোমার জন্মদিনে আমাকে একটা কিস দিতে হবে সবসময় আজে বাজে জিনিস চাও কখনো ভালো কিছুও তো চাইতে পারো আচ্ছা তাহলে একটা আই ফোন সিক্স দিয়ো আচ্ছা কিস কোথায় নিবে গালে না ঠোঁটে,0,0
../dataset/Dataset\Memes\bangla-troll (9).jpg,bangla-troll (9).jpg,THAT CHILDHOOD MOMENT যখন পরীক্ষায় কোন প্রশ্নের উওর না জানা থাকলে সোজা কান্না শুরু করে দিতাম,0,0
../dataset/Dataset\Memes\ovodro_img (580).jpg,ovodro_img (580).jpg,পরীক্ষার সময় ভালো বন্ধুরা যেভাবে খাতা দেখায়,1,1
../dataset/Dataset\Memes\ovodro_img (257).jpg,ovodro_img (257).jpg,সেই মুুহুর্ত যখন তোমার বর চা বানিয়ে আনে কিন্তু চায়ে দুধ নয় নিজের ঘী দিয়ে চা বানিয়ে খাওয়ায় আর সেটা তুমি বুঝতে পেরে যাও,1,1
../dataset/Dataset\Memes\ovodro_img (702).jpg,ovodro_img (702).jpg,if নিজেই নিজের My দেখে impress হয়ে যাও had a face,1,1
../dataset/Dataset\Memes\direct-offense (40).jpg,direct-offense (40).jpg,নারী পুরুষ মিথিলা,1,1
../dataset/Dataset\Memes\ovodro_img (784).jpg,ovodro_img (784).jpg,চাকরি চলো চাকরি,1,1
../dataset/Dataset\Memes\chosha (90).jpg,chosha (90).jpg,আয় বৃষ্টি ঝেপে ধোন দিবো মেপে,1,1
../dataset/Dataset\Memes\nurani-memes (97).jpg,nurani-memes (97).jpg,বড়লোক বাবার ছেলেঃ Dad I raped a girl Will there be any police problem বড়লোক বাবাঃ Just Chill Chill Just Chill,1,1
../dataset/Dataset\Memes\bangla-memes (153).jpg,bangla-memes (153).jpg,Random Girl Started New Job at UNICEF Bangladesh November 11 Volunteer Dhaka Bangladesh BUET এ পড়েও বেকার আমিঃ,1,1
../dataset/Dataset\Memes\bangla-memes (8).jpg,bangla-memes (8).jpg,that moment when your dad suddenly says to you আজকে তোর মুসলমানি Maneh ki Bujhi na bhai,1,1
../dataset/Dataset\Memes\bamboo-vaiya (219).jpg,bamboo-vaiya (219).jpg,আজকে চান রাইত কালকে থকে গালি দিমু,1,1
../dataset/Dataset\Memes\bangla-gag (79).jpg,bangla-gag (79).jpg,WHAT OUR PARENTS EXPECT US TO DO IN SHABEBARAT WHAT WE ACTUALLY DO IN SHABEBARAT MAMA RASTA KHALI GARI BAIR KOR,1,1
../dataset/Dataset\Memes\Halal Memes (40).jpg,Halal Memes (40).jpg,এক্স যখন করোনার সতর্কতা বিষয়ক ম্যাসেজ দেয় আমিঃ আপনার আর দরদ দেখাতে হবে না বেইমান এর বেইমান,2,2
../dataset/Dataset\Memes\bangla-memes (31).jpg,bangla-memes (31).jpg,who will you vote for in this election awami league awami league awami league awami league awami league awami league awami league bnpJP,1,1
../dataset/Dataset\Memes\Halal Memes (34).jpg,Halal Memes (34).jpg,কাঠুরের কুঠার নদীতে পরা exists জলপরীঃ তর কি কিছু লাগবো,2,2
../dataset/Dataset\Memes\nurani-memes (12).jpg,nurani-memes (12).jpg,How Do You Spell Pornhub AHPTVDHAKA,1,1
../dataset/Dataset\Memes\bamboo-vaiya (136).jpg,bamboo-vaiya (136).jpg,When she puts her শশা inside your ধানের শীষ,1,1
../dataset/Dataset\Memes\bangla-gag (10).png,bangla-gag (10).png,তোমার নাম কি LUKE WRIGHT OKAY,0,0
../dataset/Dataset\Memes\KAM (290).jpg,KAM (290).jpg,শুধু বেলাউজের উপর দিয়া আঁচল টানলেই কি শাড়ি পিন্দা হয় শাড়ি গলায় পেচাইলেও পিন্দা হয় বেলাউজের ভিত্রে দিয়া আঁচল টানলেও পিন্দা হয়,1,1
../dataset/Dataset\Memes\bamboo-vaiya (552).jpg,bamboo-vaiya (552).jpg,ALL THE Mithilas MEN,1,1
../dataset/Dataset\Memes\KAM (41).jpg,KAM (41).jpg,আমি ব্রাজিল সাপোর্ট করিতাই ব্রাজিল এবার বিশ্বকাপ জিতবে আমি ব্রাজিল সাপোর্ট করি বলেই উনি ব্রাজিল সাপোর্ট করেন আমার সবকিছুতে উনার নাম গলানো উনার মুদ্রা দোষে পরিণত হয়েছে আমি জন্ম থেকেই ব্রাজিল সাপোর্টার,1,1
../dataset/Dataset\Memes\tangaila (92).jpg,tangaila (92).jpg,Bengali girls I am gonna marray a guy of my choice Bengali moms,1,1
../dataset/Dataset\Memes\ovodro_img (110).jpg,ovodro_img (110).jpg,নাগীন কে গর্তে ঢোকানোর সময় নেওয়া এক দুর্লভ ছবি,1,1
../dataset/Dataset\Memes\bamboo-vaiya (478).jpg,bamboo-vaiya (478).jpg,আমারে নেড দিয়া মারার পর যখন টিমমেট বলে আরেকটা ম্যাচ খেলি আয় লে আমিঃ খেলুমিনা আর তগো লগে বালসাল,1,1
../dataset/Dataset\Memes\KAM (141).jpg,KAM (141).jpg,শার্ট ছোট বাড়ে টেনশন স্কার্ট ছোট হলে বাড়ে অ্যাটেনশন,1,1
../dataset/Dataset\Memes\Halal Memes (322).jpg,Halal Memes (322).jpg,ক্লাসে যারা দুষ্টমী করে তাদেরকে না মেরে স্যার যখন হুদাই আমাকে মেরে যায় হোগামারামারি করতাছে হেরা আর পুটকিমারা খাইতাছি আমি,1,1
../dataset/Dataset\Memes\tangaila (317).jpg,tangaila (317).jpg,বেবিস্ট্যান্ড পাড়ায় যামু নানীড় বাড়ি যামু,2,2
../dataset/Dataset\Memes\KAM (6).png,KAM (6).png,ইলিশ কিনতে বাজারে গেসিলাম গরু কিনা ফেরত আসছি,0,0
../dataset/Dataset\Memes\KAM (146).jpg,KAM (146).jpg,মামুনি পড়তে বস পড়মু না পড়মু না তোরে জুনায়েদের লগে বিয়া দিমু পড়তেছি পড়তেছি,0,0
../dataset/Dataset\Memes\KAM (217).jpg,KAM (217).jpg,বাবা মা সিরিয়াল কবে শেষ হবে জানিনা বাবুআমিও তোমার বয়সে আমার বাবকে এই প্রশ্নটা করেছিলাম,0,0
../dataset/Dataset\Memes\Halal Memes (345).jpg,Halal Memes (345).jpg,রেস্টুরেন্টে একদিন খেয়ে বারবার ফেসবুকে ছবি আপলোড করার পরেঃ কোটিপতির পোলা আমি কোটিপতির পোলা,1,1
../dataset/Dataset\Memes\ovodro_img (385).jpg,ovodro_img (385).jpg,সরস্বতী পূজোর সময় মেয়েরা মেকাপ এর আগে মেকাপ এর পরে,1,1
../dataset/Dataset\Memes\ovodro_img (761).jpg,ovodro_img (761).jpg,যখন কোন মেয়ে তার বাবাকে বলে আজ আমার বাবুটাকে নিয়ে আসব তোমাদের সাথে দেখা করাতে বাবু না বাল খালি গু মারার তাল,1,1
../dataset/Dataset\Memes\bamboo-vaiya (206).jpg,bamboo-vaiya (206).jpg,Ramadan ends Hands of guys who didnt fap Oh suraj tum ne to kaafi jama kr rakha hai,1,1
../dataset/Dataset\Memes\KAM (62).jpg,KAM (62).jpg,সবাই ত ভালবাসা চায় কেউ পায় কেউ বা না পায় তাতেবাড়িওয়ালার ক আসে যায়,0,0
../dataset/Dataset\Memes\ovodro_img (744).jpg,ovodro_img (744).jpg,গরিবের অনেক বড় ধোন,1,1
../dataset/Dataset\Memes\KAM (260).png,KAM (260).png,আগে মানুষ গরুর সাথে কাউফি তুলতো আর এখন গরুর সাথে লাইভে আসে,0,0
../dataset/Dataset\Memes\KAM (621).jpg,KAM (621).jpg,সারাবছর শবেবরাতের রাতে,0,0
../dataset/Dataset\Memes\nurani-memes (16).jpg,nurani-memes (16).jpg,Government is taking so many steps to bring the population in control And there is you banging ur wife without condoms তুই দেশের শত্রু জাতির শত্রু মানবতার শত্রু,1,1
../dataset/Dataset\Memes\Bangla Thug Life (229).jpg,Bangla Thug Life (229).jpg,Boys Lets Confuse Girls 1200 AM 300 AM 600 AM,1,1
../dataset/Dataset\Memes\Halal Memes (32).jpg,Halal Memes (32).jpg,আমি যখন ক্লাসে কথা বলি কিন্তু স্যার এসে সাথে বসা আমার বন্ধুকে মারে লেঃ আমি,0,0
../dataset/Dataset\Memes\bangla-memes (21).jpg,bangla-memes (21).jpg,আমিঃ টিভির রিমোটটা দে তো ছোট ভাইঃ না দিমু না আমিঃ slaps brother আব্বু enters the room ছোট ভাই,0,0
../dataset/Dataset\Memes\KAM (414).jpg,KAM (414).jpg,হ্যাপি কে আনহ্যাপি করে ১৬ কোটি মানুষকে হ্যাপি করলেন রুবেল,1,1
../dataset/Dataset\Memes\Bangla Thug Life (58).jpg,Bangla Thug Life (58).jpg,Teacher সেই পরীক্ষার খাতা যেখানে আমি সব প্রশ্নের উত্তর দিসি ২৩১০০,1,1
../dataset/Dataset\Memes\direct-offense (30).jpg,direct-offense (30).jpg,ঘরে বউ থাকতে হ্যান্ডেল মারতে যাবি সোয়াইন,1,1
../dataset/Dataset\Memes\ovodro_img (172).jpg,ovodro_img (172).jpg,HS এর ভালো result HS কলেজের Honours,1,1
../dataset/Dataset\Memes\ovodro_img (442).jpg,ovodro_img (442).jpg,say those magical words i am groot আরে এটা নয় অন্যটা বল ওহ হো হো হো হো Pakistan ka ma ka vorsda,1,1
../dataset/Dataset\Memes\KAM (14).png,KAM (14).png,আমারও সিক্স প্যাক অ্যাবস আছে যাতে কেউ নজর দিতে না পারে সেই জন্য ভুঁড়ি দিয়া ঢাইকা রাখি,0,0
../dataset/Dataset\Memes\Bangla Thug Life (349).jpg,Bangla Thug Life (349).jpg,চলো দূরে কোথাও থেকে ঘুরে আসি চুদবার চাও কইলেই পারো,1,1
../dataset/Dataset\Memes\KAM (503).jpg,KAM (503).jpg,পরীক্ষার আগে ডিম খাইলে পরীক্ষা খারাপ হয় আমি ডিম খাইতামনা ডিম না খাইয়াও পরীক্ষা খারাপ হইছে খোদা আমি কিতা করতাম,0,0
../dataset/Dataset\Memes\Bangla Thug Life (61).jpg,Bangla Thug Life (61).jpg,Girls without orna exist Le Elakar Murubbi nibbas মেয়েগুলার লজ্জাশরম বইলা কিছু নাই ছি ছি,0,0
../dataset/Dataset\Memes\Bangla Thug Life (82).jpg,Bangla Thug Life (82).jpg,বন্ধুঃ দোস্ত ৫০০ টাকা ধার দে তোকে কালকেই দিয়ে দিবো আমিঃ Do you really think that I am that stupid,1,1
../dataset/Dataset\Memes\Halal Memes (348).jpg,Halal Memes (348).jpg,কারো কিউট বাচ্চা দেখে কোলে তুলে আদর করতে যাওয়া Exist বাচ্চাঃ Oops Sorry আপনার শরীরে মুতে দিলাম,1,1
