Image_path,image_name,Captions,Label_Sentiment
../dataset/Dataset\Memes\tangaila (216).jpg,tangaila (216).jpg,বিসিএস ক্যাডার জামাই   হাসানের বফ    কুমুদিনী ফজিলাতুন্নেছার মেয়ে ,negative
../dataset/Dataset\Memes\tangaila (217).jpg,tangaila (217).jpg,If কুমুদিয়ান নাগিন এক্সের বিয়ে had a face  ,negative
../dataset/Dataset\Memes\tangaila (218).jpg,tangaila (218).jpg,যখন হাসানের ছেলে প্রেম করে কোনো নাগিনকে বিয়ে করে  ,negative
../dataset/Dataset\Memes\tangaila (219).jpg,tangaila (219).jpg,নাগরপুরের মেয়ে বিয়ে করলে যা হয়  ,negative
../dataset/Dataset\Memes\tangaila (220).jpg,tangaila (220).jpg,ক্লাসে দুষ্টুমি করার জন্য স্যার যখন ক্লাসের বাইরে ১ ঘন্টা দাঁড় করিয়ে রাখে ,neutral
../dataset/Dataset\Memes\tangaila (221).jpg,tangaila (221).jpg,"ঘটকঃ ছেলের মাথায় চুল নাই, বুইড়া , ভুরিওয়ালা কিন্তু সে বিসিএস ক্যাডার । মাসে এক লাখ কামায় ।    *লে ফজিলাতুন্নেছার মেয়েঃ",negative
../dataset/Dataset\Memes\tangaila (222).jpg,tangaila (222).jpg,ঐ দেখ হায়দ্রাবাদ কেমনে হারলো ?    রশিদ খানকে নিয়া আয় নাচাই ওরে ,negative
../dataset/Dataset\Memes\tangaila (223).jpg,tangaila (223).jpg,কুমুদিনী কলেজের ছাত্রী    বিধবা নারী ,negative
../dataset/Dataset\Memes\tangaila (224).jpg,tangaila (224).jpg,হ্যাবিটের পোলাপানের ক্রাশ   টাংগাইল পলিটেকনিকের পোলাপানের ক্রাশ    বাজিতপুর টেক্সটাইলের পোলাপানের ক্রাশ   ,negative
../dataset/Dataset\Memes\tangaila (225).jpg,tangaila (225).jpg,এইচএসসি পরীক্ষা এখনি নয়  -মাননীয় প্রধানমন্ত্রী       লে এইচএসসি পরীক্ষার্থীঃ- ,negative
../dataset/Dataset\Memes\tangaila (226).jpg,tangaila (226).jpg,অতিরিক্ত ভালবাসা পেট ফুলার লক্ষণ  ,negative
../dataset/Dataset\Memes\tangaila (227).jpg,tangaila (227).jpg,কোনো মেয়ে রেস্টুরেন্টে যাওয়ার পর টিস্যু  To  মেয়েঃ-   তোমাকে আমার নিতেই হবে !,neutral
../dataset/Dataset\Memes\tangaila (228).jpg,tangaila (228).jpg,কুমুদিনী কলেজের ছাত্রী    বিধবা নারী    ফার্মের মুরগী ,negative
../dataset/Dataset\Memes\tangaila (229).jpg,tangaila (229).jpg,"ঐ দেখা যায় কলেজ গেট, ঐ আমাদের গাঁ ঐ খানেতে বাস করে নাগিনের ছা...",negative
../dataset/Dataset\Memes\tangaila (230).jpg,tangaila (230).jpg,পাক্কা ৪ দিন পর পায়খানা হওয়ার পর যেমন রিয়াকশন হয়  ,negative
../dataset/Dataset\Memes\tangaila (231).jpg,tangaila (231).jpg,"[বাবাকে উৎসর্গ করে ]  যখন আমি থাকব না , কী করবিরে বোকা   -জেমস    [বাংলাদেশের ফুটবলকে উৎসর্গ করে ]   আমি যদি ছেড়ে যাই, ফুটবল থাকবে না ।    - জেমস লাইট ",negative
../dataset/Dataset\Memes\tangaila (232).jpg,tangaila (232).jpg,মুড সুইং    ইস্যু সুইং ,negative
../dataset/Dataset\Memes\tangaila (233).jpg,tangaila (233).jpg,টাংগাইলের মির্জাপুর   ভারতের মির্জাপুর ,negative
../dataset/Dataset\Memes\tangaila (234).jpg,tangaila (234).jpg,"অনো অনার্সে পড়ুয়া ভাষানীর ছেলে   ক্লাস ৭ এ পড়ুয়া বিন্দুবাসিনীর মেয়ে    9,10  এ পড়া বিন্দুবাসিনীর ছোট ভাই ",negative
../dataset/Dataset\Memes\tangaila (235).jpg,tangaila (235).jpg,যখন ঘাটাইলের মেয়ে জানতে পারে তার এক্স এখন অনেক টাকার মালিকঃ-    তার এক্স   ঘাটাইলের মেয়ে* ,negative
../dataset/Dataset\Memes\tangaila (236).jpg,tangaila (236).jpg,অতিরিক্ত চালাক কুমুদিয়ান নাগিনের শেষ ফলাফলঃ,negative
../dataset/Dataset\Memes\tangaila (237).jpg,tangaila (237).jpg,"নরমাল আছে, কিন্তু নারীমল নাই   লে নারীবাদীঃ- ",negative
../dataset/Dataset\Memes\tangaila (238).jpg,tangaila (238).jpg,বয়েজের ছেলে   গার্লসের ছেলে  হাসানের ছেলে  ভাসানীর ছেলে   সৃষ্টির ছেলে ,negative
../dataset/Dataset\Memes\tangaila (239).jpg,tangaila (239).jpg,দয়াল বাবা গাঁজা খাবা ঘরে বসে খাও  পাবলিক প্লেসে আইসা কেন গাজার পিনিক লও বাবারে...,negative
../dataset/Dataset\Memes\tangaila (240).jpg,tangaila (240).jpg,"হোমওয়ার্ক না নিয়ে যখন স্কুলে যাই, আর স্যার সবার সামনে মাঠে দাঁড় করিয়ে রাখে !",neutral
../dataset/Dataset\Memes\tangaila (241).jpg,tangaila (241).jpg,বালুপাস দাড়িয়ে বালু খাচ্ছি বালুর সাথে বালুকন্যা ভেসে আসবে এই আশায়...,neutral
../dataset/Dataset\Memes\tangaila (242).jpg,tangaila (242).jpg,If  গাঞ্জাখোর had a face.  ,negative
../dataset/Dataset\Memes\tangaila (243).jpg,tangaila (243).jpg,যখন কুমুদিনীর পাশ দিয়ে যাওয়ার সময় আমার এক্স টাকে দেখি    Me to My friend:   ওইযে নডিরপুত ,negative
../dataset/Dataset\Memes\tangaila (244).jpg,tangaila (244).jpg,ক্যাপসুল মার্কেট   ক্যাপসুল মার্কেট ,neutral
../dataset/Dataset\Memes\tangaila (245).jpg,tangaila (245).jpg,যখন কেউ বলে সারাদিন ফেসবুকে সবসময় কি করিস ?    আমিঃ ,negative
../dataset/Dataset\Memes\tangaila (246).jpg,tangaila (246).jpg,Facebook এ গাধা গরু ছাগলদের কাছ থেকে ফ্রেন্ড রিকুয়েষ্ট একছেপ্ট করার পর তাদের কাছ থেকে প্রপোজ পাওয়ার পর কুমুদিনীর নাগিন-  Mai Etni Sundar Hun Toh Kya Karun ?   ,negative
../dataset/Dataset\Memes\tangaila (247).jpg,tangaila (247).jpg,কুমুদিনীর নাগিন   হাসানের ছেলে   বিন্দুবাসিনীর নিব্বি গফ ,negative
../dataset/Dataset\Memes\tangaila (248).jpg,tangaila (248).jpg,মেয়ে গার্লসের ছাত্রী  এখন কুমুদিনীতে পড়ে দেখতে সুন্দর বাবার টাকা আছে প্রচুর    কিন্তু মেয়ে বিটিএস ফ্যান ,negative
../dataset/Dataset\Memes\tangaila (249).jpg,tangaila (249).jpg,চলে আয় বিনোদন পাওয়া গেছে ,neutral
../dataset/Dataset\Memes\tangaila (250).jpg,tangaila (250).jpg,টাংগাইলে আমার একটা প্রিয় জায়গা আছে  টাংগাইলের কই   কান্দাপাড়া চিনস ?    সালা তুই আমারে চিনস ? ,negative
../dataset/Dataset\Memes\tangaila (251).jpg,tangaila (251).jpg,My penalty    My penalty    My penalty ,neutral
../dataset/Dataset\Memes\tangaila (252).jpg,tangaila (252).jpg,TANGAILA SARCASM  পেইজ চিনস ?    না ফালতু পেইজের খবর রাখিনা   সেই মজার পেইজ তো ,negative
../dataset/Dataset\Memes\tangaila (253).jpg,tangaila (253).jpg,"যখন বিন্দুবাসিনীর কোন মেয়ে বলে সে সিংগেল    লে আমিঃ  ""Proman Dao.""   ",negative
../dataset/Dataset\Memes\tangaila (254).jpg,tangaila (254).jpg,করোটিয়া   কইট্টা ,neutral
../dataset/Dataset\Memes\tangaila (255).jpg,tangaila (255).jpg,কুমুদিনীর মেয়েদের বিধবা বলে ডাকবো     Panik    না থাক রাগ করবে   Kalm   ফার্মের  মুরগী কেউ ডাকেনা । এটা বলে আমার সবাইকে শিখিয়ে দিতে হবে  Panik ,negative
../dataset/Dataset\Memes\tangaila (256).jpg,tangaila (256).jpg,Present  Past  Past Partciple   Write Wrote  Written   Read  Read   Read,negative
../dataset/Dataset\Memes\tangaila (257).jpg,tangaila (257).jpg,আমার জীবন   পাশের বাসার আন্টি ,negative
../dataset/Dataset\Memes\tangaila (258).jpg,tangaila (258).jpg,Bangladeshe   Nepal    Bd Football Fans:  স্বর্গ সুখ অনুভব করছি......,positive
../dataset/Dataset\Memes\tangaila (259).jpg,tangaila (259).jpg,শান্তিতে ঘুমাতে পারছিনা   কারণ টাংগাইলে সিংগেল মেয়ে নাই ,neutral
../dataset/Dataset\Memes\tangaila (260).jpg,tangaila (260).jpg,তুমি  Tangaila sarcasm পেজের এডমিন   হ্যাঁ    You deserve a kiss ,negative
../dataset/Dataset\Memes\tangaila (261).jpg,tangaila (261).jpg,ভাসানীর দামড়া বফ   বয়েজ   সৃষ্টি   গার্লসের ক্লাস 7 এর নিব্বি ,negative
../dataset/Dataset\Memes\tangaila (262).jpg,tangaila (262).jpg,মিম নীলাদ্র   নীলাদ্রর টুরু লাভ ,negative
../dataset/Dataset\Memes\tangaila (263).jpg,tangaila (263).jpg,কাকু কবরস্থান টা কোনদিকে ?   এইযে সামনে গিয়ে বাম দিকেই ।  আমার কবরটার জিয়ারত কইরো    আমিঃ  (confused unga bunga) ,neutral
../dataset/Dataset\Memes\tangaila (264).jpg,tangaila (264).jpg,চলে এলাম ,neutral
../dataset/Dataset\Memes\tangaila (265).jpg,tangaila (265).jpg,বিন্দুবাসিনী সরকারি বালিকা  উচ্চ বিদ্যালয়   গার্লস স্কুল ,neutral
../dataset/Dataset\Memes\tangaila (266).jpg,tangaila (266).jpg,গার্লসের নিব্বি যখন বলে আমার বয়ফ্রেন্ড না থাকলে আমি তোমার সাথেই প্রেম করতাম   লে বয়েজের নিব্বাঃ- ,negative
../dataset/Dataset\Memes\tangaila (267).jpg,tangaila (267).jpg,ফিফার নিয়ম অনুসারে নিউওয়েলস ওল্ড বয়েজের জার্সিতে ম্যারাডোনাকে গোল উতসর্গ করার কারণে মেসিকে ৩০০০ ইউরো জরিমানা করা হতে পারে  Messi & rest of the Barca fans :    তাতে আমার বা* ছেড়া গেল ,negative
../dataset/Dataset\Memes\tangaila (268).jpg,tangaila (268).jpg,No Caption,negative
../dataset/Dataset\Memes\tangaila (269).jpg,tangaila (269).jpg,এক্সাম হলে ফার্স্টবয়    আমি* ,neutral
../dataset/Dataset\Memes\tangaila (270).jpg,tangaila (270).jpg,কুমুদিনীর কোন মেয়ের নুডস ভাইরাল হওয়ার পর যখন অন্য মেয়েদের বফরা নুডস চায়   লে কুমুদিনীয়ান কালনাগিন -    Are you comedy me   ,negative
../dataset/Dataset\Memes\tangaila (271).jpg,tangaila (271).jpg,গ্রামের স্কুলে পড়ার সময়    টাংগাইল এসে কুমুদিনীতে ভর্তি হবার পর ,negative
../dataset/Dataset\Memes\tangaila (272).jpg,tangaila (272).jpg,No Caption,negative
../dataset/Dataset\Memes\tangaila (273).jpg,tangaila (273).jpg,টাংগাইলা সার্কাজম এডমিন      meme কে সিরিয়াস নেওয়া পাব্লিক ,negative
../dataset/Dataset\Memes\tangaila (274).jpg,tangaila (274).jpg,পেনাল্টি       রোনালদো    তুই আর আমি তো একই ,negative
../dataset/Dataset\Memes\tangaila (275).jpg,tangaila (275).jpg,মেসেঞ্জারে সাময়িক সময়ের জন্য সমস্যা হয়েছে   লে লাইট ইউজারঃ-   তাতে আমার বাল ছেড়া গেলো ,negative
../dataset/Dataset\Memes\tangaila (276).jpg,tangaila (276).jpg,Padma Bridge Total Cost - 3.6 billion   Burj Khalifa Total Cost - 1.5 billion ,negative
../dataset/Dataset\Memes\tangaila (277).jpg,tangaila (277).jpg,JUST CHILL   ঘাটাইলকে ট্রল করে অনেক গালি খাওয়ার পর    আমিঃ- ,negative
../dataset/Dataset\Memes\tangaila (278).jpg,tangaila (278).jpg,কালিহাতি  ,positive
../dataset/Dataset\Memes\tangaila (279).jpg,tangaila (279).jpg,মির্জাপুরের মেয়ে আসলে যেমন    আর তারা নিজেকে যেমন ভাবে ,negative
../dataset/Dataset\Memes\tangaila (280).jpg,tangaila (280).jpg,"সার্কাজম করে বিটিএসের পক্ষ নিয়ে পোষ্ট করে পচানোর পর যখন কোন বিটিএস ফ্যান ইমপ্রেস হয়ে প্রপোজ করে বসে     তুই একটা বোদাই ,  আমি নিজেও একটা বোদাই  ",negative
../dataset/Dataset\Memes\tangaila (281).jpg,tangaila (281).jpg,M M Ali College এর সুন্দরী মেয়ে  সেম ইয়ার ছেলে   কলেজের বড় ভাই* ,negative
../dataset/Dataset\Memes\tangaila (282).jpg,tangaila (282).jpg,বিন্দুবাসিনীর ক্লাসি বয় ছাড়া প্রেম / বিয়েই করব না বলা বিন্দুবাসিয়ান নিব্বি প্রাপ্ত বয়স্ক হওয়ার পরঃ- ,negative
../dataset/Dataset\Memes\tangaila (283).jpg,tangaila (283).jpg,কুমুদিয়ান ইন্টারের মেয়ে  কলেজের সিনিয়র ভাই*   বয়ফ্রেন্ড   জাস্ট ফ্রেন্ডস*  ইয়ং প্রফেসর  ,negative
../dataset/Dataset\Memes\tangaila (284).jpg,tangaila (284).jpg,মুরুব্বির সাথে কথার সময় তার কোন ভুল ধরলে মুরুব্বি -   তুমি আর একটা কথা বললে আমি মাইন্ড করবো ,neutral
../dataset/Dataset\Memes\tangaila (285).jpg,tangaila (285).jpg,ফজিলাতুন্নেছার মেয়ের ছ্যাকা খাওয়া পোস্ট    হাহা রিয়েক্ট    আমি    আমি,negative
../dataset/Dataset\Memes\tangaila (286).jpg,tangaila (286).jpg,পুরো বছরে যত দুর্ঘটনা ঘটেছে সব গুলোর জন্য মানুষ ২০২০ কে দায় করার পর বছরের শেষে দেওয়ানবাগি মরায় যখন সবাই খুশি হয়-   ২০২০ টু সাধারণ মানুষঃ     ক্রেডিট দিলেন না স্যার ,negative
../dataset/Dataset\Memes\tangaila (287).jpg,tangaila (287).jpg,আমি  skip Youtube    আমি*    ফুডপান্ডার Add    আমি* ,neutral
../dataset/Dataset\Memes\tangaila (288).jpg,tangaila (288).jpg, হ্যাপি নিউ ইয়ার    জুমা মোবারক ,positive
../dataset/Dataset\Memes\tangaila (289).jpg,tangaila (289).jpg,থার্টি ফাস্ট নাইট    ডার্টি ফাস্ট নাইট ,negative
../dataset/Dataset\Memes\tangaila (290).jpg,tangaila (290).jpg,সারাবছর স্কুল খোলা রাখার পর    সৃষ্টি    সরকার   ভাল রেজাল্ট    বিন্দুবাসিনী ,neutral
../dataset/Dataset\Memes\tangaila (291).jpg,tangaila (291).jpg,"আব্বা ৫০০ টাকা দাও , থার্টি ফাস্ট নাইট উৎযাপন করবোঃ-   আমি   লে আব্বা ",negative
../dataset/Dataset\Memes\tangaila (292).jpg,tangaila (292).jpg,সাদিয়া আমার   সাদিয়া আমার    সাদিয়া  সবার ,negative
../dataset/Dataset\Memes\tangaila (293).jpg,tangaila (293).jpg,হাসানিয়ান আর কুমুদিনীয়ানের সুন্দর রিলেশনশপ     কোন এক বিসিএস ক্যাডার ,negative
../dataset/Dataset\Memes\tangaila (294).jpg,tangaila (294).jpg,পেজের নতুন মেয়ে ফ্যান    আমি পেজের পুরান ফ্যান  ,negative
../dataset/Dataset\Memes\tangaila (295).jpg,tangaila (295).jpg,দেখ দেখ ওই ছেলেটাও  BTS  ফ্যান ,negative
../dataset/Dataset\Memes\tangaila (296).jpg,tangaila (296).jpg,উদ্যানে বিড়ি কিনতে আমাকে দেখা ফেলা স্যার    একই সময়ে স্যারকেও বিড়ি কিনতে দেখে ফেলা আমি ,negative
../dataset/Dataset\Memes\tangaila (297).jpg,tangaila (297).jpg,কুমুদিনীর  নাগিন   হাসানের ছেলে    হাসানের ছেলে  কুমুদিনীর নাগিন ,negative
../dataset/Dataset\Memes\tangaila (298).jpg,tangaila (298).jpg,হঠাত টাংগাইলের কোনো মেয়ের প্রফাইলে ডুকে যখন দেখি প্রফাইলে লক নাই   MIRACLE ! MIRACLE ,negative
../dataset/Dataset\Memes\tangaila (299).jpg,tangaila (299).jpg,এলেংগার মেয়ে   আমি     এলেংগার নলা ক্যাডার পোলা   আমি* ,negative
../dataset/Dataset\Memes\tangaila (300).jpg,tangaila (300).jpg,আমার লুচু বন্ধু বেবিস্ট্যান্ডের দিকে রওনা দেওয়ার আগে -    আজকে রেট কত কইরা ? ,negative
../dataset/Dataset\Memes\tangaila (301).jpg,tangaila (301).jpg,টাংগাইলের শাড়ি    আর চমচম   মহেরা জমিদার বাড়ি    গোপালপুর ২০১ গুম্বজ মসজিদ ,neutral
../dataset/Dataset\Memes\tangaila (302).jpg,tangaila (302).jpg,যখন বন্ধুকে স্ন্যাপচ্যাট দিয়ে পিক তুলতে দেখি   তোরে আমি ছেলে ভাবছিলাম  ,negative
../dataset/Dataset\Memes\tangaila (303).jpg,tangaila (303).jpg,সোল পার্ক   SOUL PARK   তোরে আমি ভালো কোনো পার্ক  ভাবছিলাম ,negative
../dataset/Dataset\Memes\tangaila (304).jpg,tangaila (304).jpg,চল যাই  চল যাই   অই পাশে  অই পাশে   চল যাই অই পাশে   নু যাই উম্মুরা  ,negative
../dataset/Dataset\Memes\tangaila (305).jpg,tangaila (305).jpg,মিনিটে মিনিটে মিমস শেয়ার করা ফ্রেন্ড   আমি   তোরে যে কি বাল দেইখা লিস্টে নিছিলাম ,negative
../dataset/Dataset\Memes\tangaila (306).jpg,tangaila (306).jpg,আমি পড়াশোনা   পড়াশোনা ,neutral
../dataset/Dataset\Memes\tangaila (307).jpg,tangaila (307).jpg,কানিজ     ফাতেমা   তুই আর আমি তো একই ,neutral
../dataset/Dataset\Memes\tangaila (308).jpg,tangaila (308).jpg,শর্মা হাউজ*   স্যার কি নিবেন?   BBA এর একটা সিনিয়র আপু দেন ,negative
../dataset/Dataset\Memes\tangaila (309).jpg,tangaila (309).jpg,সদ্য রিলেশনে যাওয়া নিব্বা নিব্বিঃ   টাংগাইলে কোন ভাল ডেটিং প্লেস নাই   নানা দাদা চাচা বাবার আমল থেকে থাকা সোল পার্ক -   মাংগের নাতি...... Are you comedy me ? ,negative
../dataset/Dataset\Memes\tangaila (310).jpg,tangaila (310).jpg,সরিষা ক্ষ্যাতের মালিক   টাংগাইলা নিব্বা নিব্বি    সরিষা ক্ষ্যাতের মালিক ,negative
../dataset/Dataset\Memes\tangaila (311).jpg,tangaila (311).jpg,আপনার বাসা কি টাংগাইল   জী ভাই    আশ্চর্য আপনি জানলেন কীভাবে ? ,negative
../dataset/Dataset\Memes\tangaila (312).jpg,tangaila (312).jpg,বেবিস্ট্যান্ড    দুষ্ট পাড়া    কান্দাপাড়া  ,neutral
../dataset/Dataset\Memes\tangaila (313).jpg,tangaila (313).jpg,হাসানিয়ায়ান ভাইয়াদের টুরু লাভ উইথঃ   ধোকা মিক্স ,negative
../dataset/Dataset\Memes\tangaila (314).jpg,tangaila (314).jpg,১৪-ই ফ্রেব্রুয়ারী প্ল্যান নিয়ে ভাবতেছি    কি ভাবতাছোস    হাওয়ার ভাবনা নিয়া গাড়িতে উঠছে ,negative
../dataset/Dataset\Memes\tangaila (315).jpg,tangaila (315).jpg,দেখ দেখ ওই ছেলেটাও  HABHIT  এ পড়ে ,negative
../dataset/Dataset\Memes\tangaila (316).jpg,tangaila (316).jpg,এই কন-কনে শীতের সকালে যাদের প্রাইভেট আছে   তাদের জন্য এক কম্বল সমবেদনা ,positive
../dataset/Dataset\Memes\tangaila (317).jpg,tangaila (317).jpg,বেবিস্ট্যান্ড    পাড়ায় যামু    নানীড় বাড়ি যামু ,neutral
../dataset/Dataset\Memes\tangaila (318).jpg,tangaila (318).jpg,শোন কথা আছে    কি কথা    ১৪-ই ফেব্রুয়ারির প্ল্যান কি তোর ? ,neutral
../dataset/Dataset\Memes\tangaila (319).jpg,tangaila (319).jpg,ইন্ডিয়ান কোবরা    আফ্রিকান কোবরা   টাংগাইলের কোবরা  ,negative
../dataset/Dataset\Memes\tangaila (320).jpg,tangaila (320).jpg,শেষ ইচ্ছা বলো    টাংগাইলের কারেন্ট কম একটা মেয়ে চাই ,negative
../dataset/Dataset\Memes\tangaila (321).jpg,tangaila (321).jpg,তার গাঞ্জাখোর বয়ফ্রেন্ড    আমি*    বানিজ্য মেলায় ঘুরতে থাকা সুন্দরী মেয়ে ,negative
../dataset/Dataset\Memes\tangaila (322).jpg,tangaila (322).jpg,"বানিজ্য মেলায় হঠাত বারভাতারি এক্সের সাথে দেখা হওয়া বিদ্যমানঃ-   তোমায় বোধ হয় আমি চিনি, আবার বোধ হয় চিনি না ",negative
../dataset/Dataset\Memes\tangaila (323).jpg,tangaila (323).jpg,যাই একটু এসপি পার্ক দিয়ে ঘুরে আসি    দূর বাল যাইয়া কি হবে আমার তো কেউ নাই ,neutral
../dataset/Dataset\Memes\tangaila (324).jpg,tangaila (324).jpg,বানিজ্য  মেলা    মহিলা পণ্য মেলা ,negative
../dataset/Dataset\Memes\tangaila (325).jpg,tangaila (325).jpg,বিন্দুবাসিনী গার্লস ছুটি দেওয়া বিদ্যমান   লে ফাকবয়ঃ-,negative
../dataset/Dataset\Memes\tangaila (326).jpg,tangaila (326).jpg,"টাংগাইলের কোনো নিব্বিরে যখন I love you বলে, আর নিব্বি রিপ্লাই দেয় I love you too as a vaiya    লে নিব্বাঃ-  আপনে কি কইতাছেন, আমার মাথায় কিছু ডুকতাছে না ",negative
../dataset/Dataset\Memes\tangaila (327).jpg,tangaila (327).jpg,"তুই ব্লাশ করস না, তোর মুখে গন্ধ     কিস ডে কিস দিবি না কপিলা ? ",negative
../dataset/Dataset\Memes\tangaila (328).jpg,tangaila (328).jpg,তোমরা গালি দাও    তাতে আমার বাল ছেড়া গেলো ,negative
../dataset/Dataset\Memes\tangaila (329).jpg,tangaila (329).jpg,"টাংগাইলের   মেয়েরে নক দিয়ে রিপ্লাই না পাওয়ার পর    লে ফাকবয়ঃ  আমি যারে নক দেই , তার-ই ভাব বেড়ে যায় ! ",negative
../dataset/Dataset\Memes\tangaila (330).jpg,tangaila (330).jpg,আমি যখন বানিজ্য মেলায় যাই   লে মেয়েরাঃ-    দেখ দেখ Tangaila Sarcasm   এর এডমিন আইছে ,negative
../dataset/Dataset\Memes\tangaila (331).jpg,tangaila (331).jpg,"Attack wins you games, defence wins you titles   - Alex Ferguson -   মাদ্রিদ ফ্যানঃ    রেফারি কি আঙুল চুষে ?  ",negative
../dataset/Dataset\Memes\tangaila (332).jpg,tangaila (332).jpg,আমার বাসা টাংগাইলে     কুমুদিনীতে পড়তা সেটাও বলো    ওহ হ্যাঁ আমি কুমুদিনীয়ান নাগিন ,negative
../dataset/Dataset\Memes\tangaila (333).jpg,tangaila (333).jpg,ক তে কুমুদিনীয়ান না হয়ে    ফ  তে ফজিলাতুন্নেছা হয়ে যান ,neutral
../dataset/Dataset\Memes\tangaila (334).jpg,tangaila (334).jpg,কুমুদিয়ান নাগিন    এরা তার স্বীকার  ,negative
../dataset/Dataset\Memes\tangaila (335).jpg,tangaila (335).jpg,উদ্যানের চা     আড্ডাবাজ পোলাপান ,negative
../dataset/Dataset\Memes\tangaila (336).jpg,tangaila (336).jpg,"I have to say , ঐ সাইডের ওটার থেকে    এইটা বেশি ভাল ! ",negative
../dataset/Dataset\Memes\tangaila (337).jpg,tangaila (337).jpg,এমন এক জেলায় বসবাস করি     যেখানে কারেন্ট ছাড়া কোনো মেয়ে নাই ...,negative
../dataset/Dataset\Memes\tangaila (338).jpg,tangaila (338).jpg,ভার্সিটির দামড়া বড় ভাই    ক্লাস ৯ এর বিন্দুবাসিনীর নিব্বি ,negative
../dataset/Dataset\Memes\tangaila (339).jpg,tangaila (339).jpg,পলিটেকনিক স্টুডেন্ট বি লাইকঃ- ফাইনাল এক্সাম দিয়ে কলেজ ছেড়ে চিরবিদায় নেওয়ার চিন্তাভাবনা করা বিদ্যমান   লে রেফার্টঃ-    এ বাধন যাবেনা ছিড়ে ,neutral
../dataset/Dataset\Memes\tangaila (340).jpg,tangaila (340).jpg,বার্সোলোনার যা কিছু মহান সৃষ্টি চির কল্যাণকর    অর্ধেক তার করিয়াছে মেসি অর্ধেক তার বাকি সবাই ,positive
../dataset/Dataset\Memes\tangaila (341).jpg,tangaila (341).jpg,বিশ্বাস করেন স্যার   গার্লসের ঘাটপাড়ে যারে বিড়ি খাইতে দেখছেন সেটা আমি ছিলাম না ,negative
../dataset/Dataset\Memes\tangaila (342).jpg,tangaila (342).jpg,ভাসানী   ভাসানী    ভাসানী   ভাসানী    ভাসানী    মাওলানা ভাসানী  বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় ,neutral
../dataset/Dataset\Memes\tangaila (343).jpg,tangaila (343).jpg,থানা পাড়া মিমের বাসার সামনে দাড়াই থাকো কেন সারাদিন ? ,negative
../dataset/Dataset\Memes\tangaila (344).jpg,tangaila (344).jpg,"বন্ধুর জন্মদিনে যখন ডিসিলেকে , এসপি পার্কে গার্লসের ঘাটপাড়ে বন্ধুর মাথায় ডিম ফাটাই   আশেপাশের লোকজন -    বাহ কী  smart ! ",neutral
../dataset/Dataset\Memes\tangaila (345).jpg,tangaila (345).jpg,বানিজ্য মেলা   টাংগাইলা পিপলস ,negative
../dataset/Dataset\Memes\tangaila (346).jpg,tangaila (346).jpg,উদ্যানের পিছনে প্রস্রাবের জায়গায় যাওয়া বিদ্যমান -   ভাই... গন্ধে থাহোন যাইতাসে না ! ,negative
../dataset/Dataset\Memes\tangaila (347).jpg,tangaila (347).jpg,Nobody :  Random Tangaila girls on your inbox আপনার জন্য এক বক্স কারেন্ট  ,negative
../dataset/Dataset\Memes\ovodro_img (1).jpg,ovodro_img (1).jpg,ও মাই গড   আহ উহ ও ইয়া    BRAZZERS,negative
../dataset/Dataset\Memes\ovodro_img (2).jpg,ovodro_img (2).jpg,প্রীতি আবার এরকমই খেলব    আহ তোর নিচের ব্যাট আমাকে গুতা মারছে ,negative
../dataset/Dataset\Memes\ovodro_img (3).jpg,ovodro_img (3).jpg,এটা ভারত এখানে আগুন লাগলে দমকল আসে না      দেড় ঘন্টা আগুন লেগে যখন সব পুড়ে জায় তখন দমকলল আসে ,negative
../dataset/Dataset\Memes\ovodro_img (4).jpg,ovodro_img (4).jpg,প্রীতি মুখটা আরেকটু নিচে নে     নাহ আইফেল টাওয়ারে মুখ দিতে পারব না,negative
../dataset/Dataset\Memes\ovodro_img (5).jpg,ovodro_img (5).jpg,ও মতু ও মতু আই ন্যাব ইউ আই ন্যাব ইউ    শালা মতু তোর বাবা ,negative
../dataset/Dataset\Memes\ovodro_img (6).jpg,ovodro_img (6).jpg,"আমি কোন কাজে ব্যর্থ হইনা  সব কিছু করতে পারি, সব কিছুকে হার মানানো আমার কাজ    তুই থ্যানোস কে মারতে পারবি । ",negative
../dataset/Dataset\Memes\ovodro_img (7).jpg,ovodro_img (7).jpg,হ্যাঁ দেখেছি  Avengers Infinity war দেখেছিস ?    টাইগার সোরফ   ফেভারিট সুপারহিরো কে ?  তুই আজকে শেষ ,negative
../dataset/Dataset\Memes\ovodro_img (8).jpg,ovodro_img (8).jpg,"মানবতা আজ কোথায় ? একজন ছেলেকে তিনজন মিলে কি অত্যাচারই না করছে ।  এটা কে সহ্য করে ফটো তুলছে, সে কি মানুষ ? ",negative
../dataset/Dataset\Memes\ovodro_img (9).jpg,ovodro_img (9).jpg,চাটতে না দিলে শুটিং করবনা আমি    এই কে আছিস কেউ পাউলি দামকে ডাক আর সোহমকে দিয়ে চাটা   কিন্তু রাজদা ও তো হরলিক্স চাটার কথা বলেছে ,negative
../dataset/Dataset\Memes\ovodro_img (10).jpg,ovodro_img (10).jpg,একদিন আমিও অস্কার পাব    এক্সপ্রেশন পাল্টাবে কী তোর দাদু ?   কপি করা ছাড়বে কি তোর বাবা ? ,negative
